Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,40.85143442,41.13396046,41.47129431,41.80574929,42.04349125,42.14699461,42.26592095,42.24485002,42.12777913,41.98208912,41.84492078,41.81335208,41.77241685,41.71799014,41.63011469,41.50067703,41.53151889,41.48634981,41.40047228,41.32578274,41.29008642,41.25285618,41.27405459,41.31257321,41.30674027,41.22804492,41.3048453,41.26194181,41.13318137,40.96014917,40.75318222,40.35669459,39.90750388,39.40079714,38.82378537,38.17387209,37.53880297,36.87338644,36.17008989,35.42525371,34.64858612,34.04419704,33.40104323,32.74873724,32.1395828,31.61042448,31.22307521,30.92193698,30.69613095,30.51423671,30.35767901,30.30656731,30.22060069,30.12574906,30.04763399,29.98775213,29.92288678,29.87437662,29.81821116,29.71975206,29.56243994
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,51.161,51.514,51.86,52.208,52.566,52.941,53.34,53.763,54.208,54.678,55.172,55.69,56.228,56.779,57.337,57.893,58.437,58.966,59.479,59.979,60.478,60.994,61.536,62.108,62.705,63.331,63.991,64.663,65.31,65.89,66.342,66.602,66.637,66.426,65.967,65.246,64.266,63.087,61.793,60.462,59.185,58.04,57.087,56.382,55.974,55.927,56.281,56.994,57.995,59.218,60.565,61.935,63.236,64.394,65.359,66.108,66.654,67.064,67.398,67.679,
International migrant stock (% of population),SM.POP.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.163285135,,,,,2.423085437,,,,,2.231392327,,,,,2.504368348,,,,,3.764120496,,,,,5.767090449,,,,,
"Share of youth not in education, employment or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.40999985,39.56999969,41.04999924,42.08000183,41.09000015,39.31000137,38.59999847,37.77000046,,,,,,34.70000076,33.88999939,33.06999969,33.86999893,33.81999969,34.15000153,34.27999878,33.81999969
"Labor force, total",SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12953669,13346100,13761763,14191564,14624043,15050229,15446856,15829321,16201731,16568904,16933282,17261790,17588937,17914454,18235338,18550441,18850913,19146437,19441243,19114540,18827666,19095444,19550791,20110076,20542666,21379123,21767744,22360602,22608291,22989511,21345809
Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.20000076,41.99000168,39.77000046,38.66999817,36.49000168,38.22999954,37.50999832,37.22000122,47.83000183,46.04000092,44.38000107,44.20000076,,44.83000183,45.25,46.77999878,47.22000122,47.54999924,47.43999863,47.38000107,42.83000183
"Children in employment, work only (% of children in employment, ages 7-14)",SL.TLF.0714.WK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,
"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.69999695,73.83999634,74.12000275,74.40000153,74.62999725,75.01999664,75.36000061,75.70999908,76.19999695,76.73000336,77.65000153,78.79000092,79.44000244,80.19000244,81,81.81999969,82.44999695,82.77999878,83.29000092,83.22000122,83.61000061,84.16000366,84.11000061,84.76999664,84.04000092,84.20999908,84.01000214,84.51000214,84.23000336,
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.099999905,2.170000076,2.210000038,2.230000019,2.200000048,2.230000019,2.24000001,2.230000019,2.220000029,2.00999999,1.940000057,1.879999995,1.379999995,1.269999981,1.019999981,1.120000005,0.680000007,1.460000038,1.470000029,1.25,1.139999986,1.039999962,0.980000019,0.829999983,0.819999993,0.730000019,0.74000001,0.800000012,0.889999986,
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.57999992,22.62000084,25.45999908,27.64999962,26.82999992,30.47999954,31.39999962,32,31.45999908,33.22999954,32.04999924,33.65000153,34.77000046,33.11999893,34.29000092,33.88999939,35.72999954,35.22999954,33.93000031,33.25999832,
Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,,5.2,,,,5.6,,,,,4.7,,,4.9,,4.7,,,,4.8,,,,,,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.5892334,211.6915588,186.7814789,296.9243774,375.3083801,413.9989624,430.9156494,468.230072,453.9638977,499.7177734,635.0941162,699.9675293,658.1229858,604.7698975,549.696167,503.7594605,465.0881043,534.3883667,564.5032959,546.6884155,
"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762,867,971,1070,1150,1210,1250,1270,1270,1260,1230,1200,1160,1110,1070,988,805,738,677,615,554
"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,,,,,,,24.7,29.8,25,,,
"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.98667364,23.69692226,22.40717089,21.11741951,19.82766813,18.53791676,17.24816538,15.958414,14.66866262,13.37891125,12.08915987,10.79940849,9.509657118,8.219905741,6.930154364,5.640402987,4.35065161,3.060900233,1.771148857,0.48139748,0
"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.34010277,44.08651927,45.85392413,47.64231733,49.45169887,51.28206876,53.133427,55.00577359,56.89910852,58.81343179,60.74874341,62.70504338,64.6823317,66.68060836,68.69987336,70.74012672,72.80136842,74.88359846,76.98681685,79.11102359,81.25621867
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58000,100000,160000,230000,290000,360000,410000,460000,490000,510000,520000,520000,520000,510000,500000,500000,490000,480000,460000,450000,420000,400000,380000,360000,340000,310000,300000,290000,260000,250000,230000
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",SH.DYN.NCOM.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,37.4,37.5,37.6,37.2,37.3,37.5,37.3,37.5,37.3,36.4,35,34.2,33.5,33.5,33.6,33.1,32.7,30.2,28.5,
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.87912024,,,,,,,,,,48.88332345,,,,,37.26674073,,,,35.68035783,
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,
Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.99376,45.93262,44.25636,44.14791,41.69572,40.44617,42.94778,45.1061,42.29146,40.73365,41.09463,42.46292,40.49419,39.91602,,38.79543,,,38.88623,38.74843,,
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58851999,1.086249948,,1.328070045,,0.614520013,
"Trained teachers in upper secondary education, female (% of female teachers)",SE.SEC.TCAQ.UP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2782,38.55554,38.05706,,,40.68116,,,,43.99973,43.99973,42.00012,42.00011,39.99992,40.00015,40.00015,39.07149,39.92859,40.7857,41.64295,42.50002,45.11122,45.02689,43.48539,,46.75108,48.44477,49.64048,48.50326,,,
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,31.05015945,,,,,,,,,,28.12865067,,,,,28.88175011,,,,,,,,,,,,,,,,55.58893967,61.41695023,64.04286194,64.39372253,65.44915771,66.35333252,67.28610229,67.99931335,71.91465759,72.24150848,73.12741089,75.33032227,,76.58525085,77.1809082,,72.32788086,,81.80467987,
"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.48315811,,,58.40805817,73.54421997,,72.90001678,,78.13986969,75.16970825,77.76751709,79.8345871,74.38185883,76.20200348,75.54795837,76.42111206,76.51696777,76.88643646,77.15218353,77.11904144,78.59069824,78.98493958,78.90081024,78.56034088,78.8103714,,,,,
"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,,,,,,,,,,,33.12897,,,,,,,,,,,,,,,,,,,,,17.12892,,,20.20886,20.39026,,,13.75797,,,,,,,,,,,,,,,,,7.22831,,7.10435,,,
"Primary education, pupils",SE.PRM.ENRL,,,,,,,,,,,3988514,,,,,4635315,,4324747,4141797,4268090,,4480493,4426022,,,,4737367,4920543,5055396,6757600,6951777,7210021,,,7971770,8159430,,8091295,7998945,7935221,7444802,7413415,7465728,7470476,7444142,7314449,7256518,7312258,7231660,7128500,7024368,6957432,7004482,7063849,7195183,7555842,7569924,7582154,7568387,7688381,
"Preprimary education, duration (years)",SE.PRE.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.022775601,,,,,2.310144961,,,,1.603629544,,,,,,
Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),per_lm_alllm.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.984853878,,,,,,,,,,,,,,,
Net secondary income (Net current transfers from abroad) (current LCU),NY.TRF.NCTR.CN,1000000,2000000,7000000,5000000,11000000,15000000,16000000,19000000,34000000,21000000,5000000,-2000000,-8000000,-38000000,1000000,35000000,20000000,2000000,6000000,23000000,112000000,88000000,22000000,-225000000,-357000000,-388000000,-84000000,-579000000,-554000000,-553000000,-828000000,-1418000000,-1042000000,-2092000000,-2160000000,-2341000000,-3210000000,-3328000000,-4093000000,-5662000000,-6422000000,-6257000000,-5844000000,-7478000000,-10869000000,-15680000000,-15768000000,-16575000000,-18906000000,-22428000000,-16761000000,-14201000000,-31371000000,-30663000000,-34228000000,-33108000000,-26859000000,-37547000000,-34585000000,-34570000000,-42196000000
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,3708.168488,3746.94983,3909.293264,4106.281674,4316.046056,4464.423906,4549.239246,4762.956962,4824.558979,4914.864571,5038.270863,5133.983991,5073.198206,5159.801554,5320.393738,5251.032462,5235.894665,5095.429597,5122.789265,5188.096069,5381.450051,5522.51053,5358.119472,5117.071692,5234.301633,5015.057871,4896.561681,4917.149346,5017.360825,5016.048933,4868.551025,4747.608617,4546.048014,4504.369808,4552.517511,4589.77015,4685.618682,4724.137952,4664.52869,4704.542712,4833.868815,4866.154678,5008.910878,5082.813792,5285.02781,5493.130487,5727.970689,5880.872135,5998.349402,5871.269232,5964.677026,6035.843514,6075.124258,6133.18523,6119.153143,6116.425843,6049.713484,6018.730851,6025.534566,5969.819206,5560.350604
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.916039234,2.616194507,2.583844066,2.793342053,4.691158385,5.139028309,5.788920536,6.164782114,5.22352021,8.601182199,14.575742,11.99143504,11.76527581,9.792200416,5.580740242,11.36395851,9.267893332,7.491486803,7.361506964,6.743353713,5.792288932,5.738670475,4.485596238,4.367864909,4.834472007,4.048772528,4.627002576,3.644830155,3.226534591,2.430314824,3.369718092,4.785879876,4.40020521,2.853938758,4.822687109,4.363474269,4.954881749,6.133018048,11.89533254,4.960026727,6.599006833,7.219680248,5.799512325,5.454298726,4.154429994,2.738260301,3.504943762,3.636468208,3.598190357,3.940368676,
GDP (current LCU),NY.GDP.MKTP.CN,5411000000,5695000000,6070000000,6731000000,7410000000,8096000000,8825000000,9841000000,10639000000,11986000000,13156000000,14543000000,16418000000,20330000000,25010000000,28186000000,31829000000,35349000000,40643000000,48539000000,64628000000,74993000000,85153000000,97390000000,1.14104E+11,1.31676E+11,1.54289E+11,1.80339E+11,2.16381E+11,2.59726E+11,2.98971E+11,3.42245E+11,3.83723E+11,4.80994E+11,5.45093E+11,6.22901E+11,7.01804E+11,7.78644E+11,8.45733E+11,9.2569E+11,1.05314E+12,1.16594E+12,1.36068E+12,1.4904E+12,1.65243E+12,1.837E+12,2.05759E+12,2.34665E+12,2.61163E+12,2.79423E+12,3.05561E+12,3.32705E+12,3.56639E+12,3.86863E+12,4.13387E+12,4.42079E+12,4.75955E+12,5.07819E+12,5.35764E+12,5.60503E+12,5.52108E+12
"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,,,,,,,,,,,,14.41974092,15.2048007,20.56319725,22.08745162,14.29656686,11.10209701,10.78895479,11.93265282,11.94076485,14.32734004,10.25609915,4.896384444,4.321983757,5.083322962,-0.262659272,-1.134890506,-0.559865346,0.096718019,1.18113612,-1.358441888,0.14847959,2.401671717,2.654948108,1.691507639,4.246297672,1.699204087,2.180315585,1.042310579,1.119464264,0.511904811,-1.888182571,1.023654841,2.988307923,2.171597211,2.489528694,3.223654254,1.694738488,-2.208060405,1.69674637,3.134544023,3.112801273,1.292693141,0.453786038,0.911681426,2.194075302,0.652776751,1.700249594,0.271589082,-0.288157316,
Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0.603313862,0.628872207,0.594832994,0.878950125,1.769724338,2.13364682,2.23205995,1.969227488,1.843020542,1.871791293,2.919772424,3.585404678,2.166540855,2.219690437,3.387293978,2.378799146,1.299680076,1.531842388,1.70355254,1.548869697,1.427837531,1.16249702,0.940374001,0.964283619,1.297713848,1.236811415,1.053441477,0.852339315,0.64319789,1.004011506,1.658333161,1.183153401,0.945547504,2.205071098,1.630990351,1.624416917,2.037225469,4.576113225,1.505928059,2.103787923,2.401088882,1.814783135,1.554868646,1.149004263,0.857186918,1.028910832,1.179429501,1.333256659,1.023725311,
"Services, value added (current LCU)",NV.SRV.TOTL.CN,2619000000,2746000000,2948000000,3272000000,3619000000,3927000000,4301000000,4865000000,5401000000,6024000000,6741000000,7585000000,8422000000,10176000000,12080000000,13661000000,15571000000,17386000000,19403000000,22085000000,27836000000,33837000000,39625000000,46233000000,55077000000,62488000000,73096000000,88180000000,1.04495E+11,1.27353E+11,1.50882E+11,1.79286E+11,2.12349E+11,2.75656E+11,3.12415E+11,3.62724E+11,4.15573E+11,4.66893E+11,5.10842E+11,5.68434E+11,6.44373E+11,7.08695E+11,8.27181E+11,9.32646E+11,1.03326E+12,1.15079E+12,1.30656E+12,1.47263E+12,1.60712E+12,1.77814E+12,1.964E+12,2.1407E+12,2.29335E+12,2.478E+12,2.64617E+12,2.83384E+12,3.04199E+12,3.26682E+12,3.43905E+12,3.60764E+12,3.56516E+12
"Manufacturing, value added (constant LCU)",NV.IND.MANF.KN,84762241770,88570154711,94677433125,1.08056E+11,1.25125E+11,1.356E+11,1.45527E+11,1.56597E+11,1.6506E+11,1.81581E+11,1.93628E+11,2.05936E+11,2.13755E+11,2.33587E+11,2.48738E+11,2.58308E+11,2.64784E+11,2.55917E+11,2.74485E+11,2.97149E+11,3.21465E+11,3.51095E+11,3.32765E+11,3.26785E+11,3.4848E+11,3.37016E+11,3.36465E+11,3.43885E+11,3.6626E+11,3.73102E+11,3.64718E+11,3.48056E+11,3.36641E+11,3.36029E+11,3.45102E+11,3.67533E+11,3.72679E+11,3.82741E+11,3.81976E+11,3.84268E+11,4.15393E+11,4.28686E+11,4.40689E+11,4.3406E+11,4.55306E+11,4.83554E+11,5.14686E+11,5.42233E+11,5.54786E+11,4.95829E+11,5.2512E+11,5.41052E+11,5.52395E+11,5.58021E+11,5.5442E+11,5.53392E+11,5.5588E+11,5.54833E+11,5.65926E+11,5.59347E+11,4.90399E+11
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,4.98983552,8.024582968,8.747940692,5.422671223,1.916329285,-1.074604743,2.141643059,0.345493344,3.017200865,0.533956282,-3.43569474,-4.077563089,2.460713851,2.523364486,-0.547780888,-2.391258071,-1.184454428,4.857280263,6.512806633,9.16376522,7.795382806,-1.946848373,-0.401630007,3.609200123,1.760674472,8.572556882,8.524262909,9.603579924,6.285672032,5.143497378,5.307203709,4.145276045,3.920015219,4.130608916,1.984066444,0.597687436,1.350234705,1.019849281,1.002798298,2.280135932,2.587884886,3.542376083,3.396832806,2.106684154,-0.128537653,-0.228252414,-1.571641511,-1.207210348,-1.465176457,0.377957649,1.160748091,0.759946505,-1.304318806,-2.116466989,-1.498335448,-1.29939932,0.450918835,1.144219733,0.469592679,0.534114734,4.429176939
Changes in inventories (constant LCU),NE.GDI.STKB.KN,5980000000,7032000000,5649000000,14141000000,14870000000,12789000000,4741000000,27234000000,16388000000,17815000000,25611000000,27411000000,-9925000000,6003000000,27859000000,10428000000,-15132000000,-13086000000,-12477000000,-1210000000,33350000000,39596000000,-23314000000,-3421000000,1155000000,-30607000000,-11777000000,-8848000000,7538000000,-387000000,-22647000000,-6323000000,-7875000000,-9023560600,22649212200,35973827700,11122033800,1812488900,-3318924300,13826342500,13067480400,4447810100,25199239900,32776572300,51335454900,32829253600,40372719400,12885604300,-13623143100,-25998240100,7623212800,42491912500,23826255100,22348318300,6475690800,27596959400,-26098828100,12236770000,20321261300,35296627600,-45581935100
Exports of goods and services (current US$),NE.EXP.GNFS.CD,2238599106,2337999066,2498999001,2696398923,2846198863,2913398836,3123398752,3385198647,3760398497,3859798458,3904598440,4325960320,5260657260,7213681634,9997395002,10231130026,9840549992,11913999990,14669399988,19695433309,28496454297,23474811205,20090884048,20941567188,19094712694,17986023090,19987469177,25959791097,26828621918,25616569327,27148933018,26149639662,27855890603,29313278453,30010701814,34412064735,35544390947,36601345486,34450554420,33741550045,37034352575,35694721925,36701262724,47117929330,58215242194,68172283113,79302370228,93124449996,1.01967E+11,82381368233,1.07611E+11,1.26913E+11,1.17893E+11,1.13769E+11,1.1055E+11,96085897668,91109021409,1.04288E+11,1.11285E+11,1.0607E+11,93179145293
Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,,-0.329147605,0.582944141,3.807811908,5.479935732,0.984263946,2.021028927,1.832143604,4.610176437,4.205832025,3.784507164,1.955337491,1.516383296,4.739554258,2.504164124,0.987038187,-0.94587628,-3.279822612,-0.824320906,-0.058978066,5.815802877,4.463948488,-0.669975443,0.202936105,1.810153376,-5.930172452,-2.284570083,1.427545463,2.901700329,0.369308479,0.440206473,-2.939581142,-3.854120511,-0.58017441,1.621937971,3.698194308,2.480218215,1.464464561,0.124204818,0.231818304,2.681165356,2.122449009,1.876780482,1.580679018,4.954581091,4.827945827,7.410382747,5.151127881,-0.130270421,-3.93700747,2.432914313,3.551849531,2.074829094,0.370637514,-0.75895382,0.38272634,-0.888150874,0.624463775,0.436397794,-0.275618557,-6.629331356
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.950977129,1.467849136,2.254837304,2.064608481,2.695608798,2.630828861,2.704872973,2.78801853,2.761175265,2.608479274,2.333745094,2.458193034,2.372668861,2.646909828,3.085199282,3.874954708,4.727990612,5.263334559,4.562198887,3.863073729,3.304633661,3.638129163,3.614093296,3.604648205,3.695606959,3.69833383,3.820576325,4.192170492,4.623759023,4.357884741,3.896351478,3.222633894,2.817650615,2.495523698,2.561965901,2.117864047,1.755878798,1.582133557,1.383166723,1.272052931,1.387289131,1.483161018,1.529309559,1.468811238,1.355728578,1.38376969,1.290746983,1.177517253,1.145843314,1.214002043,1.115808251,1.103257676,1.132793112,1.123274262,1.109437883,1.099182075,1.065199645,1.030060552,0.984961398,0.978057397,1.074193443
